"MSOA_code","MSOA_name","LA_code","LA_name","Region_code","Region_name","Total_weekly_income","Upper_confidence_limit","Lower_confidence_limit","Confidence_interval"
"W02000168","Swansea 001","W06000011","Swansea","W92000004","Wales",660,750,580,170
"W02000169","Swansea 002","W06000011","Swansea","W92000004","Wales",620,700,540,160
"W02000170","Swansea 003","W06000011","Swansea","W92000004","Wales",690,780,610,180
"W02000171","Swansea 004","W06000011","Swansea","W92000004","Wales",850,970,750,220
"W02000172","Swansea 005","W06000011","Swansea","W92000004","Wales",600,680,530,160
"W02000173","Swansea 006","W06000011","Swansea","W92000004","Wales",750,850,660,200
"W02000174","Swansea 007","W06000011","Swansea","W92000004","Wales",660,750,580,170
"W02000175","Swansea 008","W06000011","Swansea","W92000004","Wales",610,690,530,160
"W02000176","Swansea 009","W06000011","Swansea","W92000004","Wales",580,660,510,150
"W02000177","Swansea 010","W06000011","Swansea","W92000004","Wales",670,760,590,170
"W02000178","Swansea 011","W06000011","Swansea","W92000004","Wales",480,550,420,130
"W02000179","Swansea 012","W06000011","Swansea","W92000004","Wales",760,860,670,200
"W02000180","Swansea 013","W06000011","Swansea","W92000004","Wales",550,630,480,140
"W02000181","Swansea 014","W06000011","Swansea","W92000004","Wales",540,610,470,140
"W02000182","Swansea 015","W06000011","Swansea","W92000004","Wales",600,680,520,160
"W02000183","Swansea 016","W06000011","Swansea","W92000004","Wales",550,630,480,150
"W02000184","Swansea 017","W06000011","Swansea","W92000004","Wales",610,700,540,160
"W02000185","Swansea 018","W06000011","Swansea","W92000004","Wales",790,900,690,200
"W02000186","Swansea 019","W06000011","Swansea","W92000004","Wales",460,520,400,130
"W02000187","Swansea 020","W06000011","Swansea","W92000004","Wales",740,840,650,190
"W02000188","Swansea 021","W06000011","Swansea","W92000004","Wales",570,650,500,150
"W02000189","Swansea 022","W06000011","Swansea","W92000004","Wales",650,740,570,180
"W02000190","Swansea 023","W06000011","Swansea","W92000004","Wales",780,900,680,220
"W02000191","Swansea 024","W06000011","Swansea","W92000004","Wales",690,790,590,200
"W02000192","Swansea 025","W06000011","Swansea","W92000004","Wales",500,580,420,150
"W02000193","Swansea 026","W06000011","Swansea","W92000004","Wales",570,660,480,180
"W02000194","Swansea 027","W06000011","Swansea","W92000004","Wales",820,940,710,230
"W02000195","Swansea 028","W06000011","Swansea","W92000004","Wales",870,990,760,240
"W02000196","Swansea 029","W06000011","Swansea","W92000004","Wales",660,750,580,170
"W02000197","Swansea 030","W06000011","Swansea","W92000004","Wales",820,930,720,220
"W02000198","Swansea 031","W06000011","Swansea","W92000004","Wales",830,950,730,220
