"MSOA_code","MSOA_name","LA_code","LA_name","Region_code","Region_name","Total_weekly_income","Upper_confidence_limit","Lower_confidence_limit","Confidence_interval"
"E02006429","Tandridge 002","E07000215","Tandridge","E12000008","South East",1040,1180,910,270
"E02006430","Tandridge 003","E07000215","Tandridge","E12000008","South East",970,1100,860,240
"E02006431","Tandridge 004","E07000215","Tandridge","E12000008","South East",1020,1160,900,260
"E02006432","Tandridge 005","E07000215","Tandridge","E12000008","South East",1040,1200,890,310
"E02006433","Tandridge 006","E07000215","Tandridge","E12000008","South East",1080,1230,960,270
"E02006434","Tandridge 007","E07000215","Tandridge","E12000008","South East",960,1090,850,240
"E02006435","Tandridge 008","E07000215","Tandridge","E12000008","South East",1030,1170,920,250
"E02006436","Tandridge 009","E07000215","Tandridge","E12000008","South East",930,1050,820,230
"E02006437","Tandridge 010","E07000215","Tandridge","E12000008","South East",1010,1140,890,240
"E02006438","Tandridge 011","E07000215","Tandridge","E12000008","South East",930,1050,830,230
"E02006790","Tandridge 012","E07000215","Tandridge","E12000008","South East",950,1080,840,230
