"MSOA_code","MSOA_name","LA_code","LA_name","Region_code","Region_name","Total_weekly_income","Upper_confidence_limit","Lower_confidence_limit","Confidence_interval"
"W02000010","Gwynedd 001","W06000002","Gwynedd","W92000004","Wales",570,680,480,200
"W02000011","Gwynedd 002","W06000002","Gwynedd","W92000004","Wales",600,690,530,160
"W02000012","Gwynedd 003","W06000002","Gwynedd","W92000004","Wales",660,750,580,170
"W02000013","Gwynedd 004","W06000002","Gwynedd","W92000004","Wales",760,870,670,200
"W02000014","Gwynedd 005","W06000002","Gwynedd","W92000004","Wales",650,740,570,170
"W02000015","Gwynedd 006","W06000002","Gwynedd","W92000004","Wales",600,680,530,150
"W02000016","Gwynedd 007","W06000002","Gwynedd","W92000004","Wales",640,730,560,170
"W02000017","Gwynedd 008","W06000002","Gwynedd","W92000004","Wales",590,670,520,150
"W02000018","Gwynedd 009","W06000002","Gwynedd","W92000004","Wales",530,610,470,140
"W02000019","Gwynedd 010","W06000002","Gwynedd","W92000004","Wales",600,680,530,160
"W02000020","Gwynedd 011","W06000002","Gwynedd","W92000004","Wales",630,720,550,170
"W02000021","Gwynedd 012","W06000002","Gwynedd","W92000004","Wales",590,670,520,150
"W02000022","Gwynedd 013","W06000002","Gwynedd","W92000004","Wales",570,650,500,150
"W02000023","Gwynedd 014","W06000002","Gwynedd","W92000004","Wales",600,680,520,160
"W02000024","Gwynedd 015","W06000002","Gwynedd","W92000004","Wales",620,700,540,160
"W02000025","Gwynedd 016","W06000002","Gwynedd","W92000004","Wales",560,640,490,150
"W02000026","Gwynedd 017","W06000002","Gwynedd","W92000004","Wales",550,630,480,150
