"MSOA_code","MSOA_name","LA_code","LA_name","Region_code","Region_name","Total_weekly_income","Upper_confidence_limit","Lower_confidence_limit","Confidence_interval"
"E02000653","Lewisham 001","E09000023","Lewisham","E12000007","London",780,880,680,200
"E02000654","Lewisham 002","E09000023","Lewisham","E12000007","London",630,720,540,170
"E02000655","Lewisham 003","E09000023","Lewisham","E12000007","London",740,840,650,200
"E02000657","Lewisham 005","E09000023","Lewisham","E12000007","London",830,940,730,210
"E02000658","Lewisham 006","E09000023","Lewisham","E12000007","London",890,1010,780,230
"E02000659","Lewisham 007","E09000023","Lewisham","E12000007","London",1060,1200,940,270
"E02000660","Lewisham 008","E09000023","Lewisham","E12000007","London",1010,1150,890,260
"E02000661","Lewisham 009","E09000023","Lewisham","E12000007","London",1090,1250,960,290
"E02000662","Lewisham 010","E09000023","Lewisham","E12000007","London",810,920,710,210
"E02000663","Lewisham 011","E09000023","Lewisham","E12000007","London",940,1070,830,240
"E02000664","Lewisham 012","E09000023","Lewisham","E12000007","London",740,840,650,190
"E02000665","Lewisham 013","E09000023","Lewisham","E12000007","London",1000,1130,880,250
"E02000666","Lewisham 014","E09000023","Lewisham","E12000007","London",1020,1160,900,260
"E02000667","Lewisham 015","E09000023","Lewisham","E12000007","London",1080,1220,950,280
"E02000668","Lewisham 016","E09000023","Lewisham","E12000007","London",1060,1200,930,260
"E02000669","Lewisham 017","E09000023","Lewisham","E12000007","London",990,1120,870,250
"E02000670","Lewisham 018","E09000023","Lewisham","E12000007","London",820,930,710,220
"E02000671","Lewisham 019","E09000023","Lewisham","E12000007","London",1010,1150,890,260
"E02000672","Lewisham 020","E09000023","Lewisham","E12000007","London",770,880,680,190
"E02000673","Lewisham 021","E09000023","Lewisham","E12000007","London",1130,1290,1000,290
"E02000674","Lewisham 022","E09000023","Lewisham","E12000007","London",950,1070,840,240
"E02000675","Lewisham 023","E09000023","Lewisham","E12000007","London",940,1060,830,230
"E02000676","Lewisham 024","E09000023","Lewisham","E12000007","London",1010,1150,890,250
"E02000677","Lewisham 025","E09000023","Lewisham","E12000007","London",940,1070,830,230
"E02000678","Lewisham 026","E09000023","Lewisham","E12000007","London",850,970,740,230
"E02000679","Lewisham 027","E09000023","Lewisham","E12000007","London",820,930,720,210
"E02000680","Lewisham 028","E09000023","Lewisham","E12000007","London",800,910,710,210
"E02000681","Lewisham 029","E09000023","Lewisham","E12000007","London",780,890,680,220
"E02000682","Lewisham 030","E09000023","Lewisham","E12000007","London",750,860,660,200
"E02000683","Lewisham 031","E09000023","Lewisham","E12000007","London",730,830,640,180
"E02000685","Lewisham 033","E09000023","Lewisham","E12000007","London",860,980,760,230
"E02000686","Lewisham 034","E09000023","Lewisham","E12000007","London",710,810,620,190
"E02000687","Lewisham 035","E09000023","Lewisham","E12000007","London",780,890,680,210
"E02006783","Lewisham 037","E09000023","Lewisham","E12000007","London",770,890,670,220
"E02006784","Lewisham 038","E09000023","Lewisham","E12000007","London",730,840,650,190
"E02006798","Lewisham 039","E09000023","Lewisham","E12000007","London",710,810,630,180
