AREACD,AREANM,yr1,yr2,yr3,yr4,yr5,yr6,yr7,yr8,yr9,yr10,yr11,yr12,yr13,yr14
E07000173,Gedling,1004.1,1110.1,1065,966.3,945.8,890.3,981.1,938.6,912,836.5,811.4,939.7,786.2,837.0
E07000174,Mansfield,1160.7,1134.9,1119.2,1016.3,1096.4,1024.5,1003.1,1022.4,1023.1,955.4,927.1,944.8,1009.6,907.8
E07000175,Newark and Sherwood,1150.9,1107.8,1003.5,959.1,1007.1,989.7,1005,936.7,925.5,903.2,871.3,899.3,835.6,910.9
E07000176,Rushcliffe,1050.5,967.5,968.6,941.4,911,808.3,799.5,864.7,835.6,785.3,780.9,728.9,737.6,687.4
E07000177,Cherwell,1022.9,965.5,930,895.7,855.5,834.4,817.1,860.7,842.6,834.9,752.8,832.8,836,851.2
E07000178,Oxford,885,952.3,986,899.5,918.9,937.4,805.5,825.5,800.1,835.2,778.4,818.4,756.3,752.9
E07000179,South Oxfordshire,862.1,929.2,931.3,847.1,884.3,826.3,834.2,806.1,713.1,765.7,741,773.4,777.9,709.9
E07000180,Vale of White Horse,864.1,883.4,945.2,804.6,911.2,828.4,773.1,696.5,730.9,750.3,774.5,756,773.7,686.8
E07000181,West Oxfordshire,969.8,958.5,987.6,908.5,951.7,844.6,771.8,892.9,802,881.6,778.9,785.1,809.6,823.9
E07000187,Mendip,954.9,949,1045,902.6,965.3,841,846.8,843.9,801.5,801.8,757.5,750,768.6,732.2
E07000188,Sedgemoor,952.7,874.1,1014.2,870.5,912.5,885.2,836.3,879.4,837.2,869.6,746.9,777.9,784.7,742.3
E07000189,South Somerset,924.7,960.5,885.9,922.5,895.4,837.6,805.2,818.9,787.2,765.6,765.6,746.6,737.1,704.1
E07000190,Taunton Deane,858.4,934.3,888,893.6,896.2,795,934.1,893.6,895.3,860,781,809.7,876.7,749.4
E07000191,West Somerset,922.8,915.4,901,805.4,840.7,751.5,790.3,751.2,813.7,771.3,793.6,720.1,683.9,636.3
E07000192,Cannock Chase,1056,1077.9,1167.1,970.6,1124.4,1075.5,1126.8,1106.1,955.1,916.7,832.6,872.1,861.7,892.7
E07000193,East Staffordshire,1135.8,1065.4,1122.3,1029.9,1001.2,1044.4,1000.5,929.9,856.2,862.3,917.6,806.8,923.1,873.8
E07000194,Lichfield,1215.7,1128.6,1194.5,1128.7,1016.7,1039,990.1,1083.6,859.4,983.5,840.6,817.2,837.8,843.3
E07000195,Newcastle-under-Lyme,1052.3,1081.7,999,984.7,1037.2,913.5,1014.5,1006.8,929,943.2,887.3,907.4,903,848.9
E07000196,South Staffordshire,1081.4,1073.9,1164.9,1066.9,995.5,1038.6,1022.8,985.2,911.3,823.5,813.1,909.5,802.2,782.2
E07000197,Stafford,1070,937.3,962.7,947.1,990,896.5,985.2,901,844.7,825.2,802.1,798.1,837.5,831.2
E07000198,Staffordshire Moorlands,1102.6,1055.8,1052.3,1067.2,991,1012.6,951.2,999.7,918.4,865.4,802.9,859.7,894.6,866.1
E07000199,Tamworth,1187.7,1189.4,1095.2,1161.2,1141.5,1090.6,1039.9,1036.5,863.2,839.6,863.3,888.2,900.4,888.0
E07000200,Babergh,908.5,922.7,937.4,865,902.6,787.1,839.6,816.8,877.2,843.2,683.6,760.9,740.7,723.7
E07000201,Forest Heath,1012.7,1109.2,1067.4,898.9,949.2,757.7,841.3,890.6,908.2,779.5,793.2,738.2,827.8,825.9
E07000202,Ipswich,1050,946.1,1017.8,993.4,934.6,907.5,827.9,917.4,893.6,817.4,831.4,816.1,827.8,806.8
E07000203,Mid Suffolk,942.2,946.5,1006.4,891.4,862,782.8,788,896.3,749.2,714.8,729.3,708.8,835.5,671.5
E07000204,St Edmundsbury,975.1,975.2,999.9,885.8,964.6,858.8,772,802.2,793.5,793.6,688.7,804.6,733.2,679.8
E07000205,Suffolk Coastal,925.6,890.3,924.6,880.7,883.1,830,788.4,819.4,799.6,835.5,778.1,756.5,753.9,678.2
E07000206,Waveney,949.1,998,983.5,892.9,944.1,849.2,901.3,894.3,773.7,809.9,810.4,842.8,805.1,797.4
E07000207,Elmbridge,902.7,911,887.8,797.7,890.7,799.1,853.1,845.4,756.2,804.4,707.9,706.7,716.3,675.7
E07000208,Epsom and Ewell,793.2,798.1,793.8,770.1,738,877.3,752.3,737.3,651.2,688.4,721.4,704.9,696.5,683.3
E07000209,Guildford,832.3,722.8,870.1,796.7,810.2,811,722.4,764.2,736.3,749.1,677.2,699.2,795.3,692.0
E07000210,Mole Valley,928.8,825.2,820.5,916.4,874.1,769.9,825,802.3,784.7,765.9,679.9,695.7,743.4,727.6
E07000211,Reigate and Banstead,1071.3,1028.4,992.1,1054,982.6,955.2,864.3,963.4,825.4,831.4,808.9,771,763.9,831.2
E07000212,Runnymede,981.9,879.2,887.3,912.5,914.4,844,836.7,916.2,758.3,728.7,766.6,810.6,820.3,665.8
E07000213,Spelthorne,946.3,932.2,919.8,942.1,955,819.2,904.9,817.1,752.2,867.9,794.3,836.1,794.5,773.2
E07000214,Surrey Heath,975,1054.5,973,962,966.6,882.8,827.8,869.4,745.3,790.6,817.9,855.1,833.8,801.1
E07000215,Tandridge,998.4,962.3,983.7,806.9,913.1,859.6,858.7,895.5,798.7,814.2,781,846.1,854,786.2
E07000216,Waverley,945.9,915.6,901.6,858.9,874.6,864.7,725.1,729.5,746.8,759.9,674.3,677,711.8,677.6
E07000217,Woking,922.2,948.3,904.7,833.4,843.4,859.4,838.2,827,730.4,721.6,771,791.6,771.5,746.6
E07000218,North Warwickshire,1115.8,1024.2,1176,1152.1,1015.6,1130.7,992.3,1019.6,907.1,939.5,977.2,843.2,932.1,857.8
E07000219,Nuneaton and Bedworth,1126.6,1199.4,1142.5,1108,1111.1,1171.5,992.4,973.7,946.8,960.9,894.4,879.4,952.4,852.7
E07000220,Rugby,1058.1,1100,1125.5,1006.9,1039.4,1005.5,876.6,918.2,811.5,827.7,809.6,793.1,751.8,779.8
E07000221,Stratford-on-Avon,1014.9,960.6,975.7,911.1,968.4,911.1,927.9,832.9,806.8,759.8,669.3,721.2,710.4,742.3
E07000222,Warwick,979.2,969,953.5,865.6,894.3,826.3,856.6,820,797.5,725.5,714.9,742.6,750.9,718.8
E07000223,Adur,920.4,882.5,972.6,935.4,981.2,948.6,992.4,962.8,821.2,847.4,840.3,866.2,788.9,784.7
E07000224,Arun,998,986.4,888,904.6,928.8,894.1,874,849.2,793.5,845.3,779.4,797.8,767.9,773.1
E07000225,Chichester,941.8,984.4,898.4,867.9,857.5,870.5,872,831.4,789.2,706.1,808.3,716,713.2,691.2
E07000226,Crawley,1079.4,960.8,1058.6,947.1,1023,926.7,730.2,913.1,876,821.8,760,857.1,835.6,719.6
E07000227,Horsham,868,947.3,851.4,837.6,811.1,804.4,837.4,823.7,790.1,737.7,709.7,783.3,727.6,688.8
E07000228,Mid Sussex,1023.8,1036,1011.6,902.7,964.3,867.8,842.3,890.6,844.8,837,780.6,740.4,757.5,704.6
E07000229,Worthing,985.7,998.5,1047.5,895.6,1050.8,969.8,900.1,963.7,846.4,905,816.5,813.8,808.6,856.7
E07000234,Bromsgrove,1102.6,1064,1112.5,1081.6,950.8,957.5,977.7,917.7,913.6,864.1,844.3,850.3,888,787.6
E07000235,Malvern Hills,977.1,1024.4,1022.9,952.2,983.1,878.6,854.8,850.5,878.6,882,802.6,853,852.9,787.5
E07000236,Redditch,1072.8,988.9,1044.6,974.4,1037.3,1006.2,941.6,930.7,826.6,884,889.9,857,830.3,782.7
E07000237,Worcester,1047.7,1012.8,1014.3,1060.7,948.3,925.8,950.8,927.6,858.4,826.7,773.5,881.1,809.6,806.8
E07000238,Wychavon,966.7,851.4,938.5,900.4,885.3,790.7,830.8,856.8,723.2,795.5,710.8,732,767.5,743.0
E07000239,Wyre Forest,1096.4,1012.6,1011.7,974.7,990.6,918.7,909.9,855,871.6,922.3,817,834.6,879.9,807.4
E07000240,St Albans       ,948.8,953.9,936.3,1048.7,845.8,863.7,830.8,864.4,810.3,732,696.8,695.6,719.6,715.3
E07000241,Welwyn Hatfield,932,940.2,954.7,866.4,801.2,936.9,869.6,930.2,783.3,825.9,813.7,768.5,746.7,791.8
E08000001,Bolton,1142.7,1150.5,1244.6,1202,1169.7,1059.1,1141.2,1049.9,1047.2,978.2,985.2,948.1,972.1,966.6
E08000002,Bury,1161.7,1165.3,1103.2,1117,1049.8,1082.5,1051.8,1072,1046,1051.8,967.7,1028.6,991.6,900.7
E08000003,Manchester,1255.3,1281.3,1250.2,1208.2,1168.7,1190.7,1151.6,1256.7,1143.8,1150.4,1061,1106.4,1075.6,1102.7
E08000004,Oldham,1162.6,1234.7,1251,1126.7,1142.6,1173.9,1188,1115.5,1079.7,981.5,987.7,996.6,961,1076.7
E08000005,Rochdale,1248.6,1164.1,1224.2,1191.6,1176.5,1075.7,1090.8,1111.6,1003.7,1066.7,953.1,1009.5,1004.2,991.7
E08000006,Salford,1268.1,1279.8,1329.8,1249.9,1151.9,1207.8,1121.6,1230.4,1113.1,1046.5,1041,1068.4,1077.9,998.6
E08000007,Stockport,1034.2,1031.3,1017.9,931.5,981.6,883,875.8,940.4,870.9,859.1,810.4,856.9,892.5,827.3
E08000008,Tameside,1200.1,1224.6,1229.9,1137,1212.3,1165.3,1153.7,1197.4,1113.1,1039.8,1082.1,1093.7,1098.2,995.6
E08000009,Trafford,1051.9,1036.8,1053.3,1006.5,979.1,976.5,865.8,919.8,830.5,814.8,833.6,763.6,846.2,779.5
E08000010,Wigan,1349.7,1226.3,1288.6,1190.3,1148.1,1142.4,1183.3,1122.7,1036.5,1063,1033.9,1037.2,1023.7,936.1
E08000011,Knowsley,1265.9,1275.7,1395.5,1220.4,1186.5,1219.3,1200.7,1180.7,1044.6,1099.1,988.5,1072.5,1068.3,1051.6
E08000012,Liverpool,1355.5,1337.8,1333.4,1286.1,1216.2,1203.2,1149.3,1232.5,1080.9,1106.7,1076.4,1047.7,1090.8,1007.1
E08000013,St. Helens,1236.3,1167.8,1235.2,1108.9,1118.7,1006,1133,1094.6,1052.2,1028.8,963.9,954.1,990.5,960.5
E08000014,Sefton,1124.8,1119.9,1098,1043.1,1057.3,921.1,1013,1007.1,913.9,872.8,822.9,885.4,906.3,869.5
E08000015,Wirral,1099,1085.9,1114.1,1034.8,1031.3,977,989.6,1033.5,980.6,987.5,890.8,938.4,911,902.8
E08000016,Barnsley,1177.1,1165.1,1182.2,1183,1170.2,1115,1126.9,1066.7,1084.8,1047.7,992.2,924.6,1010.2,945.7
E08000017,Doncaster,1144,1158.1,1101.2,1115.7,1106,997.8,1054.5,1016.3,944.8,955.8,897.6,974.5,965.1,927.7
E08000018,Rotherham,1112.7,1182.9,1167.9,1117.7,1117.8,987.7,1037,1067.8,995.5,960,939.7,949.3,983.7,961.0
E08000019,Sheffield,1060.6,1079.5,1076.7,1004.9,1060.9,928.5,1010.9,993.4,929.9,934.8,881.5,890,932.2,853.9
E08000037,Gateshead     ,1211.1,1157.9,1224.5,1152.2,1168,1046.2,995.6,1064.7,1029.1,995.1,984.8,1053.4,998.2,970.6
E08000021,Newcastle upon Tyne,1132.2,1208.6,1170.9,1071.1,1124.4,1095.7,1050.2,1082.7,1015.9,1022,943.7,963.2,923.1,929.6
E08000022,North Tyneside,1146.4,1180.9,1135.8,1091.3,1001.7,1043.4,1036.3,1084.5,949.1,977.5,909.5,876.3,903.6,906.7
E08000023,South Tyneside,1064.2,1175.8,1178.6,1175.1,1115.6,1046.1,1064.1,1114.5,971.8,998.7,987.4,992.3,931.1,941.8
E08000024,Sunderland,1252.1,1242.7,1278.6,1180.9,1154.5,1136.9,1109.5,1137.1,1054.7,1110.4,994.4,1097.5,1076.5,1023.5
E08000025,Birmingham,1082.2,1080.5,1117.5,1026.5,1029.1,990.5,981,974.2,905,916.6,888.4,903.5,899,876.9
E08000026,Coventry,1048.8,1083.6,1067.7,1020.8,1052.5,1008.5,985,999.2,924.6,913.1,889.1,891,867.2,900.7
E08000027,Dudley,1054.7,1111,1157.9,1030.3,1013.9,968,979.6,943.4,891.7,897.5,847.9,838,867.4,840.7
E08000028,Sandwell,1205.4,1175.6,1256.8,1131.6,1103.7,1129.8,1104.8,1094.5,988,990.4,923.4,937.4,980.6,933.2
E08000029,Solihull,952.5,944.4,993.7,881.5,838.9,806.5,783.7,841.2,759.6,778.7,704.9,759.8,731,755.8
E08000030,Walsall,1083.6,1043.6,1073.7,1018.1,964.8,1051.2,923.7,995.8,899.6,906.4,879,884,831.2,897.6
E08000031,Wolverhampton,1027.8,1056.5,1122.9,1051,1088.8,1059.4,1001.1,1021.1,963.3,999.6,908.8,908.4,950.5,915.7
E08000032,Bradford,1145.3,1168.6,1101.1,1100.1,1104.6,1060.7,1090.1,1074.7,980.9,971.2,946.6,931.5,1012.4,942.5
E08000033,Calderdale,1094.1,1111.7,1067,989,1046,917.8,985.9,983.3,961.3,907.3,883.6,903.2,899.2,865.7
E08000034,Kirklees,1131.9,1151.8,1162.2,1072.2,1062.6,1023,1095.4,1043.5,946.8,962.2,912.8,940,877.9,914.2
E08000035,Leeds,1040.5,1032.9,1024.1,991.7,963.9,929.4,960.3,975.5,927,932.6,931.7,925.4,959.4,880.2
E08000036,Wakefield,1160.7,1136,1109.4,1088.8,1093,1027.5,1049.9,1083.9,945.3,1012,959.5,954.6,926,893.0
E09000001,City of London,485.2,1113.7,800.7,596.3,673,413.5,723,676.6,642,630.7,463.2,584.1,370.2,343.2
E09000002,Barking and Dagenham,1120.7,1154.6,1245.1,1095.4,1111.9,1081.6,994.6,1065.8,1036.2,966.3,889.7,956.1,878.8,925.5
E09000003,Barnet,946.7,929.2,911.1,844.5,850.9,830.9,784.3,766.1,779.8,788.9,730.1,713.9,699.2,693.4
E09000004,Bexley,986.3,1012.9,1102.8,956.1,898.3,891,866.9,885.5,828.5,803.3,770,763.5,800.6,738.7
E09000005,Brent,931.3,920,917.3,845.5,832.9,774.2,745.6,796.5,766.2,786.9,688.2,769.2,719.5,678.5
E09000006,Bromley,951,911.5,961.8,867.4,831.5,806,838.1,823.3,775.9,764.9,755.2,765.2,686.2,743.5
E09000007,Camden,1056,994.9,976.9,994,869.2,904.7,875.8,770.8,720.8,709.4,693.2,644.6,642.8,592.8
E09000008,Croydon,1032.1,1064.1,1079.2,1002.2,968,976.4,840.6,948.1,878.9,871.2,833.1,818.2,797.6,802.6
E09000009,Ealing,1020.5,984.8,965,979.5,910.8,833.7,829.7,908,844.3,798.1,781.1,777.4,778.8,780.9
E09000010,Enfield,988,1021.7,1033.3,963.5,948.7,893.6,853.6,901.4,831.6,820.9,717.5,798.5,769.9,744.9
E09000011,Greenwich,1115.3,1038.3,1115.1,1058.9,1031.5,954.3,966.6,998.8,942.1,988.1,855.2,903.7,845.5,912.1
E09000012,Hackney,1001.4,994.4,960.4,978.8,917.6,954.5,912.1,945.2,919.6,899.3,878.8,841.9,813.8,845.9
E09000013,Hammersmith and Fulham,923.3,923.8,927.4,866.5,873,774.2,794.5,870.9,773.7,843.8,834.9,794.9,806,721.2
E09000014,Haringey,1098.5,1020.9,1093.7,988.1,825.9,863.9,860,762.4,748.1,849.4,760.4,760.2,703.1,718.1
E09000015,Harrow,832.3,810,886,839.1,832.6,766.9,754,742.2,717.7,687.3,646.2,684,652.5,628.7
E09000016,Havering,1019.3,1095.5,1084.8,948.6,1021.7,918.6,912.9,897.7,824.4,819.1,765.7,802.8,813.7,780.7
E09000017,Hillingdon,1004.1,995.5,1006.7,991.5,918.8,826.2,868.8,846.2,819.8,808.6,802.8,830.7,752.2,776.2
E09000018,Hounslow,1113,1147.5,1133.5,1097.8,995.5,1006,937.4,928,872.4,844.5,827.6,808.1,818.7,722.5
E09000019,Islington,1113.8,1078.2,1137.4,1122.9,1037.6,994,975.7,999.4,971.5,871.8,856.3,823.2,851.8,803.4
E09000020,Kensington and Chelsea,771.8,730.6,701.2,679.8,717.4,612.1,666.2,676.5,649.8,627.9,686.3,704.1,573.9,623.5
E09000021,Kingston upon Thames,1028,1064.6,1053.5,909.6,882,873.8,884,841.8,781,782.6,730.6,730.7,826.8,668.7
E09000022,Lambeth,1098.7,1046.7,1087.1,1087.1,1065,1025.3,942.4,1008,982.5,914.3,782.1,852.2,831.4,796.1
E09000023,Lewisham,1168.7,1155.1,1162,1112.8,1110.1,993.1,955.1,1046.7,882.5,901,922.9,810.8,828.2,830.2
E09000024,Merton,960,931,941.5,866.3,866.6,872.2,887.7,853.8,834.4,728.5,760,800.4,791.9,763.8
E09000025,Newham,1133.5,1137,1193.9,1158.2,1179.4,1085.5,1054.6,1008.1,973.6,909.8,864.5,857.5,926.7,793.5
E09000026,Redbridge,992.8,971.8,1057.2,951,938.9,906.4,874.3,897.3,828.3,808.2,771.9,768.6,798.9,690.5
E09000027,Richmond upon Thames,930.4,924.3,946.4,845,814,859,729.9,721.7,673.5,680.5,658.4,666.3,689.7,619.2
E09000028,Southwark,1037.3,1051.2,1039.6,995.8,972.8,884.4,928.4,924.1,845.8,910,845.3,773.4,765.7,838.8
E09000029,Sutton,1085.5,1056.6,1081.9,955.1,878.3,895.4,923,897.6,820.2,835.5,748.8,816.9,802.2,880.7
E09000030,Tower Hamlets,1178.9,1186.7,1204.9,1096.6,1053.4,1090.1,1100.5,1107.4,971.3,985.6,899.2,937.1,833.2,934.8
E09000031,Waltham Forest,1137.2,1141,1137,1012.2,1000,989.6,955.8,937.1,898.1,821.2,792.9,809.3,776.9,768.5
E09000032,Wandsworth,1100.6,1098.7,1063.7,1024.3,1014.8,961.3,969.5,1003,844.4,862.3,858.6,835.3,822.8,767.8
E09000033,Westminster,849.2,820.2,911.5,815.1,831.7,716.1,745.4,678.1,673.4,749.9,699.2,680,617.6,623.6
W06000001,Isle of Anglesey,1058.1,1049.9,1019,956.8,999.1,858.1,909.2,832.4,964.7,885,817.8,785.5,879.3,814.8
W06000002,Gwynedd,1013.2,1032.5,1024.9,1028.4,942.4,920.9,930.2,963.2,918.6,900,719.5,891.9,752.8,779.0
W06000003,Conwy,1044.2,1091.8,1007.3,925.3,959.2,914.6,938.7,954.3,860.7,885.7,839,831.4,851.1,819.2
W06000004,Denbighshire,1087,1026.6,1111.2,1001.1,1064.3,989.7,925.6,1057.9,1094.7,963.3,943.4,983.5,981.2,1024.0
W06000005,Flintshire,1084,1028.6,1072.7,1029.1,1091.7,972.7,976.6,975.6,899,904.6,848.6,915.7,937.3,829.6
W06000006,Wrexham,1197.5,1164.6,1115.2,1073.8,1063.4,1070.4,1051.4,1026.9,1001.7,972.6,907.6,876.6,966.8,968.5
W06000008,Ceredigion,948.4,960.3,949.7,918.8,845.6,825.5,789.7,801.9,815.1,827.1,803.5,746.5,787.1,730.9
W06000009,Pembrokeshire,1052.1,1064.8,1078.6,964.3,1086,959.7,935.3,967.5,876.3,906.2,821.5,889.3,842.9,777.8
W06000010,Carmarthenshire,1140.1,1148.1,1179.1,1081,1029.1,1023.2,978.3,1028.3,987.4,923.6,889.4,938.1,899.5,909.2
W06000011,Swansea,1087,1086.2,1089.8,1024.2,1034.8,1018.3,1010.8,998.2,928.8,886.6,892.7,897.5,906.7,875.4
W06000012,Neath Port Talbot,1183.8,1071.2,1111.8,1123.5,1026.3,1068.2,1006.7,1030.7,1016.4,1032.8,982.4,981.8,995,966.8
W06000013,Bridgend,1159.6,1253.8,1241.5,1166,1093.2,1113.9,1068.1,1056.4,891.4,1054.1,1018.8,1027.7,987.2,932.2
W06000014,The Vale of Glamorgan,1075.2,1048.1,1047.1,1048.5,1001.8,988.4,939.6,860.6,885.1,855.8,768.4,824.1,861.7,773.0
W06000015,Cardiff,1064.2,1097,1140.8,1000.8,1009.2,945,949.4,966.6,922.6,927.7,849.8,850.8,881.9,861.7
W06000016,Rhondda Cynon Taf,1168.5,1203,1198.1,1163.3,1141.9,1021.8,1195.9,1188.6,1025,1033.8,1004.6,1012.9,1067.9,996.2
W06000018,Caerphilly,1204.2,1146.2,1182.8,1175.6,1183.7,977,1102.6,1068.1,954.3,1046.4,966.9,984.3,1026.8,972.6
W06000019,Blaenau Gwent,1245.1,1247,1338.5,1216.1,1241.9,1121.8,1284.8,1165,1091.2,1152,1075.2,1121,1078.8,1060.9
W06000020,Torfaen,1141.8,1161,1002.7,1067.7,1045.3,964.2,1091.8,1005.3,961.7,951.5,873.1,994.8,981,883.6
W06000021,Monmouthshire,985.1,1083.4,926.6,929.1,771.7,823.2,842,837.2,793.9,832.3,748.8,768.5,741.2,781.3
W06000022,Newport,1092.6,1002.1,1057.4,1018,1066.6,995.2,1049.2,937.4,980.5,903.7,903.3,956.9,898.9,898.7
W06000023,Powys,1006.4,1020,1048.6,942.6,948.1,890.4,852.8,833.8,816.4,853.5,769.8,798.1,807,766.9
W06000024,Merthyr Tydfil,1255.7,1314.8,1287.1,1348.6,1198,1065.7,1199.9,1073.7,1039.3,1012.4,970.8,1099.5,1014.9,1028.5
