AREACD,AREANM,yr1,yr2,yr3,yr4,yr5,yr6,yr7,yr8,yr9,yr10,yr11,yr12,yr13,yr14
E07000163,Craven,1103.3,1014.1,1082.9,988.1,962.9,1008.4,975.6,971.1,943,933.1,863.5,853.7,879.2,830.8
E07000164,Hambleton,1105.4,1131,1090.4,1023.6,992.7,962,968.8,894.2,894.2,824.3,840.1,823.8,862.6,811.7
E07000165,Harrogate,1103.9,1093.3,1111.4,1086.3,977.1,1016.9,1008.1,1026,937.2,917.8,894.7,917.6,833.1,871.3
E07000166,Richmondshire,1196.4,1157.4,1151.5,1070,1137.2,1022.9,1008,1085.2,979.8,996.3,980.1,950.3,918.7,928.6
E07000167,Ryedale,999.6,1085,1135.2,1071.8,1031.9,940.3,1079.3,956.9,916.6,962.6,902,981.9,983.8,790.3
E07000168,Scarborough,1167.5,1164.3,1193.9,1196.1,1134.3,1145.7,1104.1,1079.6,1031.9,1059.6,1070.6,1009.4,1061.1,989.8
E07000169,Selby,1255.5,1225.5,1193.9,1098.7,1062.5,1093.3,1146.2,1014.8,945.2,956.7,962.7,1043.2,964.2,919.5
E07000170,Ashfield,1398.8,1444.8,1406.3,1344.5,1315.9,1251.1,1248.6,1225.4,1181.5,1257.3,1096.3,1127.1,1048.8,1117.8
E07000171,Bassetlaw,1370.3,1337.5,1300.2,1257,1200,1202.1,1179.6,1204.3,1111.1,1106.3,1049.7,1045.7,1072.2,1032.3
E07000172,Broxtowe,1251.2,1193.1,1240.3,1070.1,1113.2,1094,1086.8,1058.9,996.5,1027.1,958.8,934.3,935.8,948.3
E07000173,Gedling,1111.3,1227.9,1236.1,1083.5,1097.7,1088,1109.6,1089.9,1031.1,978.1,925.1,1007.8,947.8,977.2
E07000174,Mansfield,1357.8,1340.5,1358.2,1205.7,1298.6,1237.6,1189.3,1172.5,1153.5,1101.5,1078.4,1090.4,1092.3,1057.8
E07000175,Newark and Sherwood,1310.6,1300,1205.8,1108.3,1153.5,1143,1119.1,1147.5,1074.6,1060.5,1009.9,1034.6,960.9,992.3
E07000176,Rushcliffe,1197,1130.5,1114.2,1062.2,1019.4,946.8,956.6,975.4,950.6,938.4,861.6,870.6,862.4,803.0
E07000177,Cherwell,1193.8,1137.5,1136.7,1073.8,999.5,982.7,973.7,1030.7,1002.2,976,880.9,929.9,929.5,1006.4
E07000178,Oxford,1081.1,1170.5,1135.3,1107,1058.9,1079.4,986.6,1022.3,965.1,970.4,990.2,926,912.2,877.6
E07000179,South Oxfordshire,1086.2,1094.7,1042.6,1017.1,1023.1,976,971.7,923,874.8,881.1,861.7,896.2,835.2,826.1
E07000180,Vale of White Horse,1019.3,1068,1071.1,955.1,1024.3,992.7,864.3,859.3,854.9,838.6,884.2,869.9,879.2,808.7
E07000181,West Oxfordshire,1126.5,1070,1122.7,996.3,1069.2,999.1,911.7,1009.9,885.8,983.9,880.2,900.7,934.9,885.5
E07000187,Mendip,1110.2,1143.9,1207,1073.1,1111.6,972.4,982.9,965.7,913.9,916.8,873.6,889.5,906.1,874.4
E07000188,Sedgemoor,1163.8,1080.1,1180.6,1044.5,1066.8,1023.3,991.7,1074.7,992,990.8,881.5,889.6,899.1,885.1
E07000189,South Somerset,1086.9,1140.3,1056.2,1018,1028.5,995.2,923.9,945.8,944.3,915.5,858.6,852.4,863.6,819.7
E07000190,Taunton Deane,1069.6,1121.6,1081,1037.6,1068.1,963.8,1069.4,1037.6,1041.6,999.4,942.5,919.2,961.4,900.8
E07000191,West Somerset,1030.9,1035.9,1055.7,945.9,953.8,910,958.8,890.2,913.2,928.3,887.9,872.3,893.4,768.9
E07000192,Cannock Chase,1289.3,1268.4,1387.2,1224.9,1352,1317.2,1216.5,1302.5,1100.3,1053.6,982.8,1038.8,957.6,1029.5
E07000193,East Staffordshire,1414.3,1282.2,1309.5,1236,1179.2,1200.8,1164.2,1104.7,1054.3,1062,1014.3,958.1,1077.2,1011.0
E07000194,Lichfield,1324.4,1331.4,1347.4,1255.3,1141.6,1121.8,1126,1184.5,1008.4,1101.7,942.9,943.5,1004,945.4
E07000195,Newcastle-under-Lyme,1236.7,1272.5,1215.9,1158.3,1219,1099.2,1184.5,1129.9,1093.4,1034.3,1029.3,1048.4,1089.7,966.1
E07000196,South Staffordshire,1193.3,1255.7,1340.8,1195.4,1222.2,1197.2,1084.4,1108.9,1094.5,992.6,924.7,1029,949.5,893.9
E07000197,Stafford,1230.3,1185.7,1139.6,1118.4,1165.6,1084.2,1070.3,1062.1,986.8,927.7,916.6,912.7,941.6,961.8
E07000198,Staffordshire Moorlands,1281.9,1242.3,1281.5,1254.8,1155.8,1136.8,1074.7,1138.4,1036.9,1034.6,910.4,981,1035.3,943.7
E07000199,Tamworth,1465.4,1436.7,1281.1,1268.5,1216,1230.9,1165,1134.9,1038.8,1014.6,977.7,1000.3,1030.3,1035.2
E07000200,Babergh,1077.8,1059.8,1043.2,1057.7,1010.2,969.4,1005.5,981.9,980.3,920.3,829.2,822.4,874.5,816.7
E07000201,Forest Heath,1225.1,1247.5,1236.4,1087.5,1054.2,919.7,1036.3,1016.3,974.4,946.2,890.3,905,956,934.3
E07000202,Ipswich,1192.3,1203.6,1174.6,1166.8,1055,1063.8,1034.7,1048.8,1040,1001.3,941.2,940.6,1001.9,942.6
E07000203,Mid Suffolk,1114.5,1109.6,1166,1042.4,967.7,937.8,943.6,1004.1,885.4,867.8,854.1,805.4,962.1,795.8
E07000204,St Edmundsbury,1159.1,1138.7,1134.8,1083.6,1100.3,998.4,918.5,922.5,906,882.1,806.1,898.5,843.4,786.9
E07000205,Suffolk Coastal,1088.5,1055.6,1070.5,1011.9,1010.5,963.7,901.2,949.4,900.3,958.5,895.2,834.7,873.9,802.3
E07000206,Waveney,1145.9,1153.6,1156.8,1075.2,1070.7,988.7,1058.6,1031.4,939.3,952.1,951,967.1,911.9,931.0
E07000207,Elmbridge,1061.6,1046,1039.4,954.9,971.8,884.3,938,926.3,829.4,868.5,824.3,834.5,833.4,756.6
E07000208,Epsom and Ewell,1065.1,1002.1,985.4,910.6,929.9,984.2,860.9,798.4,783,824.8,801.7,807.6,811,812.5
E07000209,Guildford,983.3,910.3,1022.4,958.5,917.5,910.5,867.1,882.7,838.8,840.3,800.9,802.5,865,781.4
E07000210,Mole Valley,1047,1069.6,991.4,1018.8,1003.2,910.9,953.6,898.7,911.3,863.7,820.9,816.7,798.7,831.1
E07000211,Reigate and Banstead,1246.6,1182,1144.6,1157.8,1132.4,1081,1027.8,1037.1,941.2,967,910,861.2,903.7,935.4
E07000212,Runnymede,1166.7,1068.1,1076.2,1038.8,1031.8,1001.5,966.6,957.4,878.1,867.5,892.3,897.4,908.2,772.6
E07000213,Spelthorne,1090.4,1116.7,1060.5,1051.5,1129.2,998,1032.6,927.6,915.5,967.4,955.1,936.5,914.9,890.1
E07000214,Surrey Heath,1194,1222.5,1144.1,1060.1,1071,964.8,951.5,991.3,844.7,931.7,916.3,941.5,906.3,887.7
E07000215,Tandridge,1102.4,1108.4,1057,974.1,1048.9,943.8,960.8,967.1,909.6,887.4,902.5,958.3,934.9,883.2
E07000216,Waverley,1036,1066.9,1062.9,984.3,1004.3,938.8,868,868.1,857.5,877.5,767.5,767.4,781.8,784.5
E07000217,Woking,1079.6,1127.9,1052.5,1013.9,929,1004.7,1014.6,965.5,874.2,895.5,866,894.8,837.9,839.5
E07000218,North Warwickshire,1367.5,1261.2,1335.4,1277.7,1200.8,1214.9,1191.6,1179.4,1071.1,1108.9,1093,1016.7,1074.2,977.2
E07000219,Nuneaton and Bedworth,1353.2,1321.8,1337.5,1316.1,1293.3,1341.1,1159.8,1151.4,1122.2,1110.9,1053.1,1049.5,1083.8,1018.7
E07000220,Rugby,1224.1,1234.9,1288.9,1146.5,1204,1086.8,997.6,1035.3,1008.8,937.8,901.5,938,891.5,886.6
E07000221,Stratford-on-Avon,1167.8,1135.4,1108.7,1101.3,1074.6,1037.2,1066.9,951.4,934.7,848.3,837.7,849.7,821,852.5
E07000222,Warwick,1125.8,1141,1104.7,1066,1068.9,958.2,961.3,1007.3,956.5,856.6,869.1,885.4,875.2,829.1
E07000223,Adur,1060.1,1081.4,1151.6,1108.5,1119.9,1039.9,1150.3,1101.3,973.3,953.5,937.4,961.3,928.9,902.5
E07000224,Arun,1156.1,1121.1,1067.9,1066.9,1075.3,1037.6,1024,982.7,972.5,955.5,924.6,934.3,899.1,899.5
E07000225,Chichester,1106,1129.2,1026.1,1036.1,983.2,980.7,1031,995.7,916.1,860.7,894.2,832.5,841.6,826.3
E07000226,Crawley,1124,1070.5,1138.8,997.4,1047.7,1032.5,893.7,977.5,946.5,961.8,926.7,966.3,905.9,850.4
E07000227,Horsham,1055.1,1084.9,1031.9,997.1,908.6,937,970.4,939.4,866.4,843.6,816.5,871.5,854,809.2
E07000228,Mid Sussex,1150,1179.8,1171.8,1045.8,1040.6,959.4,985.6,968.9,960.9,905.3,846.9,854.1,878.2,840.8
E07000229,Worthing,1195.6,1163.5,1192.8,1143.9,1171.5,1092.6,1025.1,1123.2,1023.8,1054.4,942.7,995.6,969.6,966.6
E07000234,Bromsgrove,1244.3,1239.2,1249.5,1191.6,1134.5,1037.1,1099.4,1080.5,1023.4,972.5,898.4,1036.5,995.6,932.1
E07000235,Malvern Hills,1137,1149.1,1196.1,1113.9,1111.9,1008.8,1013.9,986,1014.6,979.3,930.9,946.3,984.8,901.8
E07000236,Redditch,1239.5,1112.3,1223.3,1159.4,1216.4,1175.3,1072,1116.5,986.7,1034.1,1023.1,981.1,1022.6,910.0
E07000237,Worcester,1268.3,1205.7,1203.8,1158.6,1097.9,1050,1142.5,1128.7,1003.7,1034.3,931.5,1005.7,954,955.0
E07000238,Wychavon,1137.7,1026.1,1092.3,999,1069.4,981.8,948.9,968.4,855.9,902.4,841.2,855.8,843,878.9
E07000239,Wyre Forest,1293.4,1218.4,1202.4,1157.7,1117.5,1047.8,1057.1,1016.4,1031.7,1054.3,963.5,971.7,1049.2,919.8
E07000240,St Albans       ,1077.8,1125.1,1084.4,1153.5,996.2,1001.6,932.7,960,883.8,858,836.7,798,803.6,791.1
E07000241,Welwyn Hatfield,1097,1120.3,1081.2,1052.2,967.9,1092.3,1004.3,986.7,972.4,962.5,921.8,909.5,874.8,921.0
E08000001,Bolton,1339,1351.8,1433.4,1354.4,1360.8,1217.5,1340.7,1212.3,1191.2,1121.6,1124.6,1139.6,1115.9,1070.3
E08000002,Bury,1352.6,1369.2,1315.8,1299.3,1207.4,1262.4,1209.5,1263.5,1159.1,1171.3,1099.1,1133.8,1108.2,1073.9
E08000003,Manchester,1554.6,1515.6,1524.4,1444.1,1408.1,1432.1,1374.8,1433,1383.8,1358.7,1283.2,1280.3,1271,1309.5
E08000004,Oldham,1365.2,1452.7,1464.6,1357.8,1345.5,1326.3,1324.6,1319.2,1250.9,1148.6,1151.5,1125.8,1094.6,1215.6
E08000005,Rochdale,1426.9,1381,1439.4,1378,1358.2,1285.3,1281,1257.7,1192.7,1216.5,1127.8,1140.9,1127.5,1156.0
E08000006,Salford,1490.3,1501.6,1558.3,1462.5,1368,1384.6,1337.4,1421,1331.6,1267.9,1183.8,1219,1210.2,1159.2
E08000007,Stockport,1233.3,1255.3,1195.6,1116.5,1163.9,1069.2,1038.3,1078.3,1028.8,963.6,931.8,967.4,979.9,930.8
E08000008,Tameside,1446.2,1459.7,1438,1355.8,1387.4,1333,1323.6,1348.4,1271.5,1223.9,1229,1220.8,1237.4,1137.6
E08000009,Trafford,1238.2,1168.4,1231,1129.5,1150.8,1102.4,1021.7,1036.3,971.3,981.9,931.5,920.2,964.2,900.6
E08000010,Wigan,1538.4,1429.9,1468.8,1418.1,1330.7,1317.3,1366.8,1280.4,1207.6,1219.8,1147.5,1183.5,1170.6,1091.6
E08000011,Knowsley,1494.2,1483.2,1572.1,1425.4,1390,1404.4,1350.6,1313.5,1209.6,1225,1152.9,1175.4,1217,1186.7
E08000012,Liverpool,1584.1,1569,1565.9,1486.3,1410.2,1399.7,1372.4,1407.6,1271.6,1295.9,1223.1,1206.2,1250.1,1166.6
E08000013,St. Helens,1445.4,1413.6,1409,1282.2,1327.9,1213.4,1293.2,1271.7,1227.2,1156.5,1080.9,1103.9,1133.9,1103.2
E08000014,Sefton,1333.6,1322.4,1272.3,1205.9,1222.6,1112.3,1154.1,1156.3,1072.9,1070.5,1004.1,1033.5,1041.8,1010.1
E08000015,Wirral,1313.2,1261.1,1282.1,1232.9,1194.7,1168.1,1210.4,1172.3,1137.1,1114.1,1036.3,1065.9,1084.8,1045.1
E08000016,Barnsley,1401.6,1382.6,1397,1369.4,1343.6,1292.8,1310.5,1251.6,1214.9,1191,1127.1,1067.3,1131.2,1066.4
E08000017,Doncaster,1316,1370.5,1311.6,1317.4,1282.6,1204,1222.5,1198.1,1129.5,1096.7,1076.6,1142.8,1119.5,1070.3
E08000018,Rotherham,1310.9,1382.3,1339.2,1311.3,1281.4,1179.2,1213,1252.4,1169.1,1111.8,1095.8,1107.9,1092.8,1076.6
E08000019,Sheffield,1275.2,1263.4,1253.3,1181,1223.8,1097.1,1143.2,1144.9,1080.2,1074.9,1025.8,1024.7,1053,993.1
E08000037,Gateshead     ,1439.6,1383.5,1428.4,1329.1,1315.5,1222.8,1156.7,1241.7,1207.2,1124.4,1152.5,1160.3,1122.3,1114.8
E08000021,Newcastle upon Tyne,1361,1414.5,1369.8,1293.6,1299.5,1279.6,1249.2,1280.8,1187.5,1169.6,1106.5,1110.7,1023.1,1122.4
E08000022,North Tyneside,1312.9,1393.4,1325,1304.1,1183.8,1213.1,1211.4,1253.2,1108,1125.8,1061.2,1032.1,1085.9,1091.8
E08000023,South Tyneside,1333.7,1389.6,1417.7,1368.1,1353.1,1248.5,1244.8,1265.2,1146.5,1179.2,1178.5,1157.2,1109.3,1083.2
E08000024,Sunderland,1512,1485.1,1473.3,1363.9,1335.7,1318.9,1308.3,1336.9,1214,1245.5,1153.8,1203,1211.6,1183.5
E08000025,Birmingham,1333.4,1322.8,1333.5,1245.1,1237.5,1194.5,1171.5,1160.1,1076.7,1093.1,1042.3,1062.6,1073.3,1066.6
E08000026,Coventry,1246.6,1261.6,1288.4,1228.3,1246.2,1194.6,1155.4,1178.9,1082.4,1062.6,1041.6,1016.9,1042.3,1012.8
E08000027,Dudley,1278.9,1298.4,1345.1,1212.8,1205.1,1142.2,1154.4,1117.7,1044,1029.1,1002.1,990.1,989.6,997.6
E08000028,Sandwell,1442.3,1403.3,1465.4,1329.2,1313.7,1354.1,1328.2,1257.9,1213.1,1170.5,1109.1,1112.2,1165.8,1092.1
E08000029,Solihull,1127.3,1129.2,1124.4,1009.3,1002,1005.7,949.3,968.7,863.4,875.4,844.1,891.4,879.5,866.2
E08000030,Walsall,1274.6,1244.4,1262.6,1205.2,1156,1235.4,1136.5,1185.5,1093.9,1069.1,1032.9,1024.5,1005.7,1056.9
E08000031,Wolverhampton,1262.6,1266.5,1330.7,1245.7,1260.9,1244.4,1195.6,1186.9,1119,1141.4,1071.7,1074.8,1098.4,1069.2
E08000032,Bradford,1345.9,1371.3,1279.4,1296.2,1254.1,1227.3,1241.3,1230.5,1130.4,1127.3,1090.7,1084.9,1145.9,1092.6
E08000033,Calderdale,1274.2,1317.1,1270.8,1226.5,1211.5,1135.7,1119.8,1120.9,1115,1097.9,1060.1,1064,1059,1008.3
E08000034,Kirklees,1332.5,1354,1322.7,1253.5,1217.2,1182.9,1225.2,1210.8,1128.9,1088.8,1066,1060.3,1037.4,1033.3
E08000035,Leeds,1234.4,1239,1217,1165.7,1144,1112.1,1127.4,1144,1075.7,1088.7,1076.9,1084.7,1097.7,1032.9
E08000036,Wakefield,1377.1,1353.7,1299.9,1280.9,1262.3,1212.9,1205.7,1235.4,1121.9,1138.2,1102.4,1098.9,1077.4,1045.4
E09000001,City of London,659,1059.8,942.9,853.9,697.7,589.6,960.3,677.6,717.5,879.3,571.8,611.2,399.8,407.0
E09000002,Barking and Dagenham,1363.7,1329.3,1471.7,1272.1,1304.7,1243.6,1162,1231.7,1201.1,1098.3,1070.6,1105.8,1052.3,1084.7
E09000003,Barnet,1111.6,1083,1063.7,1005.7,988.6,943.6,917.1,907.7,907.2,904.9,824.8,815.1,819.9,783.5
E09000004,Bexley,1169.2,1186,1204.5,1087.7,1046.9,1039.9,1005.9,1017.1,975,917.9,910.2,905.9,914.3,882.8
E09000005,Brent,1142.5,1136.8,1109.2,1042.7,1026.3,916.2,943.4,953.7,910.7,924.9,840.7,919.2,882.8,833.8
E09000006,Bromley,1127.8,1067.5,1097.5,1027.9,981.2,939.7,977.1,956.3,915.7,888.5,865.8,867.5,824.6,847.3
E09000007,Camden,1301.6,1231.6,1192.6,1182.6,1143.6,1055.9,1041.7,989,901.4,878,825.2,791.6,791.9,721.3
E09000008,Croydon,1175.5,1196,1223.6,1147.3,1088.1,1108.7,1001.3,1048.5,989.7,1018.3,957.3,968.9,882,906.9
E09000009,Ealing,1214,1165.3,1200.6,1139.5,1085.4,1008.4,977.3,1015.5,1008.6,970.5,921.3,923.4,896.7,872.2
E09000010,Enfield,1160.7,1173.1,1226.5,1125.5,1077.9,1045.4,987.3,1036.7,976.7,928.4,867.5,886.5,903.4,878.3
E09000011,Greenwich,1319.3,1288,1359.2,1255.1,1307.7,1199.1,1194.6,1191.7,1137.1,1095.8,1033.9,1047.3,1001.3,1022.5
E09000012,Hackney,1226.7,1196.5,1197.2,1205.3,1139.8,1238.1,1094.5,1095.4,1058.5,1075.4,1018.3,1026.6,955.1,961.8
E09000013,Hammersmith and Fulham,1137.4,1129,1189.9,1038.2,1056.8,929.7,1061.8,1082.2,971.8,950.2,1021.5,936.2,943.7,888.4
E09000014,Haringey,1298.2,1277.2,1326.9,1185.6,1062.2,1058.8,1105.9,1004.1,938.7,976.3,896.7,904.3,839.8,869.8
E09000015,Harrow,992,992.2,1012,981.7,966.4,923.8,870.5,844.8,817.4,782.9,762.7,774.8,742.6,734.9
E09000016,Havering,1209.6,1277.9,1249.2,1125.1,1159.6,1078.7,1069.6,1048,998.3,981.4,906.7,946.6,942.1,887.4
E09000017,Hillingdon,1185.9,1192.5,1162.7,1170.6,1072.8,1048.3,1007.2,1020.8,968.5,941.2,916.8,963.1,879.2,894.7
E09000018,Hounslow,1302.2,1361.5,1312.2,1280.9,1179.4,1158.6,1100.2,1082.1,1016.4,985.1,950.5,956.8,959.6,879.0
E09000019,Islington,1404.6,1323.3,1319.2,1321,1224.1,1224.1,1202.5,1192.1,1161.9,1046.1,1052.8,1025,1023.5,928.1
E09000020,Kensington and Chelsea,925.5,893,868.6,815.2,819.2,740.5,785.4,785.9,773.8,761.9,792,786.9,701.5,690.8
E09000021,Kingston upon Thames,1199.2,1169.5,1191.8,1025.9,1043.4,1010.9,991.9,956.2,894.6,863.7,862.3,827.6,914.4,764.2
E09000022,Lambeth,1349.9,1307.3,1304.2,1278.1,1225,1240.1,1119.4,1218.4,1134.5,1041.9,997,1012.3,995.4,940.2
E09000023,Lewisham,1410.3,1335,1345.3,1321.8,1297.3,1166.3,1164.4,1249.5,1083.6,1072.6,1059.8,976.2,974.1,977.3
E09000024,Merton,1156.5,1082.6,1139.2,1017.6,998.2,990.3,988.6,992.8,926.5,878.6,885.2,922.5,929.2,890.5
E09000025,Newham,1423.1,1380.8,1356.8,1312.6,1337.3,1274.2,1194.9,1238,1148.1,1080.7,1007.6,1060.5,1028.4,982.0
E09000026,Redbridge,1173.4,1153.1,1202.5,1105.8,1119,1040.9,1004.7,1024.5,953,946,901.7,879.8,915.4,823.4
E09000027,Richmond upon Thames,1087.5,1056,1080.1,1015,933.6,981.4,879.4,857,788.6,815.4,779.8,798,794.2,710.0
E09000028,Southwark,1255.7,1276,1285.5,1182.8,1186.1,1073,1088.8,1137,1030.7,1085.4,1008.4,948.6,957.1,969.3
E09000029,Sutton,1261.6,1166.5,1216.8,1080.5,1040.2,1030.5,1048.4,1018.5,970.7,961.5,890.7,905.3,906,961.9
E09000030,Tower Hamlets,1481,1470.3,1462,1297.3,1275.8,1345,1288,1305.7,1180.5,1159.4,1101.9,1128.2,1018.5,1064.4
E09000031,Waltham Forest,1376.3,1368.6,1310.4,1254.5,1214.7,1210.8,1126.6,1086.4,1048.1,983.8,904.1,960,907,930.5
E09000032,Wandsworth,1313.5,1291.9,1244.3,1186.1,1225.1,1130.3,1134.4,1151,1037.5,1026.9,989.4,1003.7,976.6,914.3
E09000033,Westminster,1037.8,1014.8,1091.8,997.1,949.3,825.2,859,771,802.8,857.8,804.8,825.5,742.6,726.6
W06000001,Isle of Anglesey,1231,1214,1189.4,1097.5,1159,1052.3,1050.6,1041.6,1135.4,1046.1,975.2,944.3,1035.6,940.5
W06000002,Gwynedd,1187.7,1216.6,1172.8,1206,1110.5,1067.9,1088.6,1127.2,1068.1,1097.1,892.7,991.4,913.4,886.0
W06000003,Conwy,1247.2,1244.4,1191.8,1120.6,1110,1100.1,1090,1087.4,1025.6,1001.7,975.1,962.1,993,973.9
W06000004,Denbighshire,1253.5,1164.3,1254.8,1179.9,1199.2,1154.6,1090.1,1172.8,1146.8,1118,1049.7,1092.2,1143.5,1173.0
W06000005,Flintshire,1255.7,1211.9,1283.9,1214.5,1198.3,1130,1104.6,1128.1,1055.8,1018.6,989.6,1040.7,1055.7,961.1
W06000006,Wrexham,1358.8,1374.4,1296,1238.1,1236.6,1189.2,1188.6,1195.3,1125.3,1093.3,1043.3,1030.7,1052.8,1097.9
W06000008,Ceredigion,1052.1,1099.5,1094.8,1096.4,1030.2,935,931.5,939.2,958.4,931.8,957.8,866.9,907.8,869.3
W06000009,Pembrokeshire,1298.2,1280.3,1276.9,1152.4,1260.6,1113.5,1081.8,1126.4,1052.7,1018.8,965.1,978.5,979.2,912.0
W06000010,Carmarthenshire,1379.2,1331.9,1409.5,1302.3,1230.7,1216.3,1174.8,1181.9,1102.7,1073.5,1037.6,1064.4,1054.5,1029.8
W06000011,Swansea,1245.2,1250.4,1318.7,1217.3,1210.5,1172.8,1188.6,1134.3,1143,1055.9,1072.9,1065.2,1079.3,1004.7
W06000012,Neath Port Talbot,1389.4,1316.1,1352,1286.4,1197.3,1208.7,1191.8,1212.2,1173.4,1163.5,1169.9,1162.4,1132.5,1106.0
W06000013,Bridgend,1319.1,1395.8,1431.2,1317.8,1313,1282.1,1237,1226.9,1089.6,1174.1,1149.9,1177.7,1117.3,1130.0
W06000014,The Vale of Glamorgan,1233.3,1269.5,1243,1159.2,1138,1116.9,1103.6,1044.4,1006.3,1008.7,912.5,957.4,993.7,939.9
W06000015,Cardiff,1268.7,1279.9,1291.1,1197.8,1182.9,1125.7,1170.7,1144,1067.5,1058.9,1009.8,1033.2,1058.8,1011.3
W06000016,Rhondda Cynon Taf,1361.4,1415,1410.7,1336,1339,1229.9,1370.5,1312.7,1222.7,1217.4,1184.8,1157.3,1244.8,1172.0
W06000018,Caerphilly,1433.8,1350.2,1392.9,1380.2,1308.6,1179.3,1297.4,1269.7,1105.7,1188.7,1132.7,1124.4,1159.9,1110.2
W06000019,Blaenau Gwent,1481.4,1478.3,1576.5,1409,1416.4,1278.3,1409.6,1338.5,1244.1,1279.7,1251.8,1287.3,1272,1201.6
W06000020,Torfaen,1314.8,1295.5,1213.4,1217,1194.9,1107.5,1247,1206.9,1109.1,1105.5,1049.4,1174.3,1078.8,1022.8
W06000021,Monmouthshire,1221.6,1188.6,1106.7,1057.3,935.9,1004.6,1001.4,967.1,887.9,933.4,886.5,907.1,890.3,845.5
W06000022,Newport,1319.7,1241,1256.3,1202.7,1224.1,1120,1195.2,1158.9,1144,1094.4,1039,1106.4,1095.1,1052.3
W06000023,Powys,1194.1,1192.9,1181.2,1079.3,1096.8,1041,1023,980.9,965.4,992.1,912.5,914.1,916.8,867.9
W06000024,Merthyr Tydfil,1465.6,1484.2,1512.1,1474.1,1384.6,1203.3,1333.9,1318.5,1242,1130.5,1147.9,1166,1165.1,1136.2
