AREACD,AREANM,yr1,yr2,yr3,yr4,yr5,yr6,yr7,yr8,yr9,yr10,yr11,yr12,yr13,yr14
E07000147,North Norfolk,1319.8,1337.7,1250.5,1214.9,1301.5,1230.7,1121.1,1211.7,1147.1,1030.7,1044.6,1127.7,1079.6,992.9
E07000148,Norwich,1414.1,1437.8,1378.7,1238.3,1378.1,1330.6,1153.9,1269.3,1290,1156.7,1158.6,1096.1,1027.6,1012.5
E07000149,South Norfolk,1242.3,1234,1198.1,1175.9,1171.6,1106.8,1096.5,1066.8,1098,1033.7,970.1,983.6,965.3,979.2
E07000150,Corby,1612.7,1543.7,1747.5,1472.5,1478.4,1609.7,1553.9,1463.1,1606.2,1418.3,1438.4,1264.9,1344.8,1390.6
E07000151,Daventry,1536.9,1345.1,1561.1,1487.7,1290.5,1119.9,1344.1,1348.6,1143.9,1125.5,1212.7,1270.1,1050.1,1072.0
E07000152,East Northamptonshire,1432.3,1454.3,1455.7,1404.1,1377.2,1218.8,1235.1,1289.3,1200.8,1160.9,1159.3,1108.5,1110.9,1117.3
E07000153,Kettering,1415.3,1635.3,1571.6,1398.7,1429.9,1348.2,1268.4,1120.5,1323.7,1236.8,1225.4,1221.7,1107.4,1163.1
E07000154,Northampton,1423.5,1604.8,1523.6,1395.8,1345.5,1450.9,1329.8,1369.4,1198.2,1407.1,1213,1292.7,1217.8,1170.9
E07000155,South Northamptonshire,1269.3,1372,1345.7,1164.6,1233.2,1143.6,1144.3,1155.4,1066.1,1038.4,951.7,895.4,989.5,943.8
E07000156,Wellingborough,1379.1,1594.8,1586.1,1343.7,1350.4,1424.4,1436.4,1378.5,1051.5,1114.5,1139.2,1003.3,1152.7,1084.4
E07000163,Craven,1193.6,1202.6,1280.5,1175.9,1155.2,1225,1079.9,1223.9,1151.2,1126.1,1045.7,918.6,1029.4,1006.7
E07000164,Hambleton,1397.1,1307.8,1328,1237.8,1281.3,1152.2,1169.4,955.7,1030.6,1049.9,998.8,968.1,958.6,1021.6
E07000165,Harrogate,1426.7,1328.3,1306.8,1327.8,1169.2,1227.7,1126.9,1200.5,1181,1105.3,1028.1,1096.7,1055.1,972.0
E07000166,Richmondshire,1517.5,1562.1,1366.8,1432,1230.5,1131.3,1189.5,1377.9,1166.4,1167.6,1106.6,1026.1,1070.1,1030.9
E07000167,Ryedale,1284,1271.9,1393.4,1277.3,1322.5,1171.7,1306.7,1109.9,1101.9,1117.8,979.8,1172.7,1106.1,977.0
E07000168,Scarborough,1422.8,1376.4,1426.3,1525.7,1383.1,1372.9,1378.7,1237,1251.5,1216.8,1257.8,1168.2,1289,1196.3
E07000169,Selby,1602.1,1540.2,1442.3,1349.9,1319,1353.8,1370.1,1247.5,1094.3,1050.1,1224.1,1212.5,1179.8,1093.6
E07000170,Ashfield,1770.6,1825.9,1684.5,1715.1,1728,1640.7,1511,1494,1441.5,1559.6,1285,1380.4,1198.2,1355.7
E07000171,Bassetlaw,1737.4,1654.7,1582.4,1377.3,1353,1429,1395.9,1367.5,1232.3,1290.7,1264.1,1184.1,1285.9,1217.9
E07000172,Broxtowe,1502.7,1501.7,1521.4,1279.9,1353.8,1304.2,1298.6,1253,1179.2,1282.7,1066.8,1061.8,1021.1,1093.9
E07000173,Gedling,1245.8,1368,1475.9,1232.4,1309.9,1420.1,1334.3,1312.8,1197,1160.3,1086,1117.7,1162.2,1143.1
E07000174,Mansfield,1642.1,1654.6,1726.8,1458.9,1589.7,1542.6,1415.6,1386.4,1290,1271.5,1266.6,1282,1190.3,1244.3
E07000175,Newark and Sherwood,1550,1571.4,1502.2,1309,1356.1,1404.6,1250.5,1400.7,1288,1319.5,1214.7,1216.4,1108.4,1101.3
E07000176,Rushcliffe,1417.5,1351.3,1355.8,1252.7,1192.9,1130.6,1192.3,1118,1111.7,1142.3,959.8,1074.1,1018.3,946.2
E07000177,Cherwell,1404.4,1375.5,1497.5,1363.4,1214.8,1192.4,1200.4,1289.1,1248.1,1164.1,1067.6,1063.2,1051.8,1196.7
E07000178,Oxford,1358.8,1486.7,1328.9,1415.9,1261.7,1288.2,1257.3,1349.6,1201.3,1176.5,1248.1,1077.5,1113.3,1026.0
E07000179,South Oxfordshire,1408.6,1341.8,1203.2,1280.8,1217.2,1224.6,1161.1,1102.7,1080.3,1033.1,1019.3,1059.3,907.6,973.1
E07000180,Vale of White Horse,1259,1334.4,1245.8,1160.6,1189.7,1225,991.7,1072.7,1015.8,952.1,1031.3,1029.8,1040,961.2
E07000181,West Oxfordshire,1342,1234.2,1344.5,1105.7,1216.1,1214.4,1100.6,1163.3,973.5,1120.5,1014.4,1051.3,1099.3,957.8
E07000187,Mendip,1348.7,1420.7,1415.8,1323,1292.2,1170.3,1140,1127.4,1050.7,1064.4,1023.9,1100.2,1085.8,1064.4
E07000188,Sedgemoor,1492.1,1381.1,1448.7,1284.9,1287,1195.2,1219.8,1361.2,1196.6,1136.6,1065,1043.8,1053.3,1072.1
E07000189,South Somerset,1314,1401,1352,1148.2,1210,1212.9,1107.1,1111.6,1156.5,1121.9,974.3,991.9,1038,967.1
E07000190,Taunton Deane,1376.8,1415.1,1373.3,1269.5,1312.3,1240.9,1260.2,1339.4,1306.3,1189,1149.3,1056.7,1060.8,1086.9
E07000191,West Somerset,1179.3,1186.5,1271,1169.7,1084.7,1134.1,1206.8,1068.5,1047.6,1203,1016.8,1142.4,1135.4,990.9
E07000192,Cannock Chase,1624.6,1543.6,1666.6,1624,1698.1,1663.8,1359,1576.4,1272.5,1200.6,1171.1,1260.1,1120.9,1189.3
E07000193,East Staffordshire,1779.5,1578.8,1590.2,1552.4,1436.3,1393.8,1379.7,1327.6,1320.7,1328,1121.2,1176.2,1282.9,1198.8
E07000194,Lichfield,1442.8,1654.1,1572.6,1436.6,1322.4,1214.4,1327,1304.9,1183.7,1262.8,1089.9,1118.7,1250.1,1060.0
E07000195,Newcastle-under-Lyme,1520.9,1540.5,1518.4,1391.5,1473,1355.7,1416.2,1293.4,1322.7,1128.1,1235.7,1220.3,1344.5,1101.8
E07000196,South Staffordshire,1335.6,1524.3,1596.5,1391.8,1585.8,1391.4,1124.5,1282.4,1402.3,1211.1,1079.1,1188.8,1141.5,1042.4
E07000197,Stafford,1459.2,1557.2,1397,1391.3,1391.7,1354.8,1182.8,1308.7,1162.9,1062.9,1094.3,1049.7,1073.7,1109.7
E07000198,Staffordshire Moorlands,1518.7,1505.5,1609.6,1526.3,1380.9,1271.2,1251.3,1332.2,1184.6,1261.8,1060.8,1134,1204.4,1031.7
E07000199,Tamworth,1884.2,1832.3,1594.1,1389,1272.8,1380.7,1353.5,1228.6,1243.2,1280,1140.3,1163.8,1223.4,1222.9
E07000200,Babergh,1320.2,1313.4,1179.3,1304.5,1170.9,1215.9,1239.7,1194.8,1082.6,1030.4,1041.5,902.7,1047.1,931.1
E07000201,Forest Heath,1555,1468,1497.1,1348.4,1158.1,1161.8,1317.3,1211.3,1034.6,1146.5,993.4,1110.7,1131,1076.1
E07000202,Ipswich,1414.9,1593.3,1366.8,1403.8,1193,1270,1320,1214.4,1237.1,1238.1,1085.4,1105,1241.5,1123.2
E07000203,Mid Suffolk,1365.7,1340.3,1388.8,1234.8,1106.8,1184.1,1179.5,1171.1,1065.1,1049.3,1014.7,924.8,1109.3,953.3
E07000204,St Edmundsbury,1384.6,1334.5,1336.3,1363.5,1277.5,1214.3,1096,1096.2,1044.9,1007.7,959.3,1053.4,983.8,931.8
E07000205,Suffolk Coastal,1304.4,1323,1298.9,1238.7,1206.7,1164.4,1074.4,1121.9,1027.9,1121.1,1038.7,915.8,1028.1,965.2
E07000206,Waveney,1458.8,1396.6,1397,1385.6,1225.9,1188.9,1254.8,1225.5,1152.9,1133.1,1122,1106.4,1039.7,1093.6
E07000207,Elmbridge,1268.9,1220.8,1278.1,1190.6,1077.9,1025.8,1075.6,1033.3,930.3,943.5,985.9,1011.6,971.6,860.5
E07000208,Epsom and Ewell,1491.3,1306.8,1272.9,1130.6,1215.5,1120.7,1026.7,880.6,953.9,1004.5,897.6,941.3,927,971.3
E07000209,Guildford,1185.6,1194.7,1261.6,1208.1,1068.3,1052,1064.4,1038.7,957.9,959.7,963.3,954.6,949.7,894.2
E07000210,Mole Valley,1212.4,1430.6,1268,1154.2,1178.4,1112.6,1126.1,1012,1064.2,986.1,1001.6,978.4,862.5,963.3
E07000211,Reigate and Banstead,1502,1370.5,1369.3,1294.3,1369.9,1230.8,1254.1,1106,1114.9,1155.9,1022,961,1081.5,1068.5
E07000212,Runnymede,1448.2,1382.9,1416.4,1249,1202.3,1284.7,1194,1042.5,1025.3,1043.1,1069.3,1008.3,1012.3,916.7
E07000213,Spelthorne,1283.7,1376.4,1288.3,1178.5,1409.6,1246.3,1280.8,1071.5,1111.4,1086.4,1161.9,1054.5,1075.2,1037.6
E07000214,Surrey Heath,1535.9,1516.1,1430.1,1234.2,1259.8,1071.5,1085.8,1203.1,1008.2,1142.6,1050.9,1019.1,997.3,972.4
E07000215,Tandridge,1232.5,1275.1,1137.7,1204.9,1204.3,1048,1075.7,1040.3,1056.9,983.2,1070.5,1097.6,1045.5,985.1
E07000216,Waverley,1184.3,1272.5,1280.5,1160.4,1172.4,1035.9,1057.6,1073,1014,1036.6,893.4,891.5,875,930.5
E07000217,Woking,1350,1410.4,1295.2,1279.9,1012.6,1203,1282,1124.3,1073.2,1131.7,1012.9,1020.3,920.6,958.2
E07000218,North Warwickshire,1773.4,1633.2,1608.6,1534.5,1511.1,1390.7,1421.6,1391.9,1301,1393.9,1247.8,1272.6,1241.1,1149.2
E07000219,Nuneaton and Bedworth,1720.5,1478.6,1621.1,1672.2,1542,1601.5,1404.6,1367.4,1391.3,1313.6,1294.3,1292.4,1252.2,1230.2
E07000220,Rugby,1473,1476.2,1546,1357,1417.9,1182.7,1117.5,1205.4,1277.5,1086.8,1016.5,1127,1047.8,1012.2
E07000221,Stratford-on-Avon,1355.7,1412.9,1321.2,1384.4,1231.1,1232.8,1269.2,1139.7,1125.5,970.5,1085.5,1033.5,962.5,1007.8
E07000222,Warwick,1376.6,1349.3,1312.4,1373.8,1268.5,1150.4,1088.8,1268.4,1183.3,1034.9,1060.4,1083.1,1058.8,961.1
E07000223,Adur,1261.4,1431.1,1425.1,1380.5,1301.6,1178.7,1395.7,1302.5,1185.9,1085,1038.5,1087.8,1116.1,1056.7
E07000224,Arun,1392,1315.7,1342.3,1312.9,1298.2,1221.5,1244.3,1163.2,1213.2,1104,1127.8,1115.6,1076.1,1062.0
E07000225,Chichester,1362.7,1315,1232.2,1290.2,1158.4,1136,1285.5,1202.1,1088.5,1080.4,998.5,984.1,1011,1011.3
E07000226,Crawley,1139.2,1187.6,1226.5,1040.2,1068.5,1162.9,1105.8,1064.9,1038.1,1134.5,1153.9,1120.8,987.9,1031.7
E07000227,Horsham,1333.1,1305.8,1309.2,1245.1,1038.4,1135,1128.8,1120.6,970,997.3,1005,1003.2,1035.3,970.9
E07000228,Mid Sussex,1337,1423.1,1388.9,1311.6,1145.1,1102.9,1176.7,1063.8,1131.9,1007.3,938.9,1019.9,1028.5,1005.7
E07000229,Worthing,1525.9,1443.6,1418.9,1545.3,1349.1,1260.3,1210.6,1391.8,1261,1248.6,1126.2,1231.1,1180.7,1114.0
E07000234,Bromsgrove,1460.2,1485,1418.9,1334.6,1417.1,1157.7,1286.5,1339.6,1207.9,1109,964.6,1285.5,1174.1,1126.2
E07000235,Malvern Hills,1377.3,1381.7,1446.2,1335.7,1283.5,1189,1216.5,1139.6,1181.1,1094.3,1086.8,1077.1,1150.9,1061.9
E07000236,Redditch,1554.3,1253.1,1448.9,1443.5,1490.9,1376.9,1253.8,1358.7,1223.5,1226.4,1174.4,1197.9,1300.3,1080.9
E07000237,Worcester,1607,1495.5,1488.1,1277.9,1275,1207.2,1399,1382.1,1187.4,1360.3,1202.5,1148.7,1136.9,1132.9
E07000238,Wychavon,1370,1272,1287.1,1120.6,1355.6,1233.5,1114.8,1137.1,1047,1040.4,1007.6,1017.5,938.6,1061.5
E07000239,Wyre Forest,1574.9,1518.8,1468.3,1413.3,1272.7,1215.6,1234.7,1262.8,1211.9,1220.5,1157.9,1123,1269.8,1057.8
E07000240,St Albans       ,1242.1,1386.8,1305,1285.1,1202.8,1256.3,1070.3,1109,986.1,1034.5,1020.3,928,887.1,869.6
E07000241,Welwyn Hatfield,1342.5,1421.3,1240.4,1327.3,1196.6,1323.4,1204.5,1036.9,1232.7,1144.1,1068.9,1090,1058.8,1080.7
E08000001,Bolton,1607.2,1623.9,1704.4,1551,1651.3,1461.6,1630.6,1422.2,1365.9,1308.5,1292.7,1387.5,1290.4,1186.0
E08000002,Bury,1621.7,1698.2,1695.3,1581.1,1414.4,1558.7,1454.5,1550.8,1318.8,1302,1276.2,1254,1253.7,1300.8
E08000003,Manchester,1951.2,1813.5,1880.4,1762.6,1709,1741.7,1666.1,1632.1,1679.5,1613.8,1578.5,1504.7,1535.2,1587.1
E08000004,Oldham,1660.6,1774.9,1768,1703.8,1655.2,1509.2,1527.8,1593.1,1478.1,1390.8,1356.7,1298.5,1265.3,1387.6
E08000005,Rochdale,1653.5,1671.8,1744.3,1633.3,1626.2,1572.5,1544.1,1463.4,1438,1383.1,1361.6,1339.9,1285.3,1376.2
E08000006,Salford,1841.3,1803.2,1894.9,1729.6,1673.1,1648.7,1629.4,1675.8,1618.4,1562.6,1384.2,1408.9,1357.7,1364.6
E08000007,Stockport,1568.9,1630.2,1454.5,1397.2,1461,1339.5,1276.4,1248.8,1262.2,1114.9,1090.5,1101.2,1086.8,1049.2
E08000008,Tameside,1800.8,1772.9,1732.8,1648.8,1604.4,1561.5,1553.7,1560.9,1489.4,1440.3,1414.5,1370.8,1410.5,1326.9
E08000009,Trafford,1521.6,1331.1,1490,1289.8,1378.5,1257.6,1212.2,1169.4,1159.1,1211.5,1061.6,1136.9,1112.9,1064.5
E08000010,Wigan,1820.5,1740.3,1729.7,1773.7,1593.1,1563.3,1638.8,1465.4,1464.8,1426,1293.2,1373.7,1357.7,1289.2
E08000011,Knowsley,1845.4,1801.9,1813.2,1706.9,1693.5,1668.9,1549.9,1470.6,1444.8,1367.4,1380,1330.2,1413.7,1368.9
E08000012,Liverpool,1921.1,1909.4,1871.6,1781.1,1676.3,1668.4,1700.4,1637.7,1505.6,1547.9,1391.9,1408.4,1440.6,1370.7
E08000013,St. Helens,1793.4,1796.1,1708.8,1516,1657.5,1545.3,1609.7,1506.5,1463.5,1316.5,1265.8,1302.7,1318.3,1303.3
E08000014,Sefton,1665.9,1625.5,1541,1432.3,1437.8,1411.6,1341.4,1370.3,1312.6,1352.7,1261.7,1244.2,1241.8,1194.9
E08000015,Wirral,1652.1,1513.7,1514.8,1526.6,1448.6,1440,1549.5,1352.9,1355.3,1298.8,1216.1,1236.9,1319.4,1235.5
E08000016,Barnsley,1736.8,1692.1,1712.2,1648.9,1626.9,1579.6,1592.5,1560.9,1380.4,1410.8,1317.4,1236,1299.3,1209.7
E08000017,Doncaster,1540.3,1677.6,1643.6,1611.9,1534.2,1513.2,1440.8,1454,1381.2,1280.9,1325.7,1351.7,1314.3,1258.4
E08000018,Rotherham,1635.7,1665.2,1614.3,1608.5,1525.4,1464.1,1460.7,1520.5,1414.8,1313.9,1333,1360.4,1244.1,1221.4
E08000019,Sheffield,1607,1552.5,1510.4,1448.1,1450.8,1332.4,1334.7,1355.3,1271.9,1256.3,1218.1,1193.1,1194.4,1163.5
E08000037,Gateshead     ,1773.3,1691.1,1693.8,1584.1,1483.9,1473.3,1388.1,1501.3,1430.5,1263.9,1357.1,1297.1,1284.2,1288.2
E08000021,Newcastle upon Tyne,1668.1,1686.5,1623.9,1592.3,1522.9,1518.1,1522.8,1562.3,1418.4,1366.4,1329.6,1315.2,1139.5,1352.0
E08000022,North Tyneside,1573.7,1698.7,1583.8,1604.3,1455.2,1472.3,1451.3,1474.4,1327.5,1348,1292.8,1258.9,1336.4,1341.9
E08000023,South Tyneside,1715.5,1703.5,1741.3,1630.4,1687.6,1550.1,1497.6,1468.1,1376.3,1458.9,1469.2,1384.9,1377.9,1280.0
E08000024,Sunderland,1915.1,1853.7,1748.4,1611.3,1597.8,1553.7,1603.6,1594.5,1444.8,1408.8,1366.1,1353.2,1409.5,1421.8
E08000025,Birmingham,1689.9,1665.2,1628.1,1546.3,1522.9,1480.1,1429.8,1419,1304.2,1331.4,1241.1,1267.2,1289.4,1308.5
E08000026,Coventry,1518.9,1514.6,1573.9,1511.3,1501.3,1443,1365.8,1414.3,1289.5,1262.1,1229.6,1172.7,1259,1151.2
E08000027,Dudley,1629.7,1580.2,1597.7,1462.9,1479.6,1412,1433.8,1365.1,1251.9,1191.9,1213.8,1184.2,1129.7,1200.1
E08000028,Sandwell,1796.2,1705.8,1779.1,1572.2,1611.2,1659,1615.4,1455.2,1502.7,1422.1,1378.1,1360.9,1411.8,1301.5
E08000029,Solihull,1398.3,1416.8,1302.6,1201.7,1243.5,1305.6,1205.3,1138.8,992,1011.4,1052.7,1070.7,1101.6,1016.4
E08000030,Walsall,1549.9,1573.9,1519.8,1486.8,1397.9,1476.6,1432.3,1448.1,1380.7,1287.7,1219.7,1199.9,1235.2,1243.4
E08000031,Wolverhampton,1593.3,1522.7,1587.5,1495.8,1481.5,1470.7,1436.3,1386.5,1305.5,1320.4,1272.6,1288,1284.9,1266.7
E08000032,Bradford,1633.7,1657.3,1553.4,1560.1,1451,1456.9,1436.5,1446.3,1334.5,1339.3,1291.2,1290.1,1318.1,1274.6
E08000033,Calderdale,1538.8,1630.6,1589.6,1568.9,1484.2,1473.5,1335.7,1352.9,1339.5,1374,1316.4,1298.3,1288.5,1209.3
E08000034,Kirklees,1652.3,1674.6,1551.6,1499.4,1429.9,1406.4,1394.9,1423.7,1380.3,1245.9,1272.1,1218.3,1261.1,1194.3
E08000035,Leeds,1502.8,1540,1480.5,1392.9,1387.3,1374.1,1361.6,1357.3,1274,1288.8,1268.7,1306.7,1277.5,1223.9
E08000036,Wakefield,1689.4,1684.9,1615.5,1556.1,1468.1,1471.7,1445,1426.7,1357.7,1312.4,1281,1297.4,1292.7,1249.8
E09000001,City of London,849.9,1018.6,1100.2,1198.6,719.2,808.4,1173.5,684.9,834.7,1210,697.5,619.8,423.8,461.3
E09000002,Barking and Dagenham,1707.2,1540.5,1814.2,1530.7,1575.4,1473.1,1383.8,1452.4,1434.4,1275,1339.1,1313.7,1273,1283.6
E09000003,Barnet,1374.9,1315.4,1288.1,1232.8,1186.9,1099.4,1109.8,1129.7,1090.8,1060.3,952.9,941.3,977.3,897.2
E09000004,Bexley,1455,1406.2,1323.1,1260.3,1267.4,1239.5,1202.7,1218,1178.8,1072.3,1114,1110.7,1068.3,1084.1
E09000005,Brent,1465.6,1421.4,1372.8,1305.3,1283.2,1077.4,1199.8,1177.7,1099.9,1086.5,1036.8,1098.8,1089,1031.8
E09000006,Bromley,1396.2,1297.7,1299.4,1286.3,1222.9,1138.4,1195.5,1166,1130.8,1051.7,1013.2,993.2,1020.3,981.4
E09000007,Camden,1582.5,1510.2,1454.2,1399.8,1506.4,1222.5,1243.9,1274,1140.2,1095.1,1008.3,979.6,977.1,889.1
E09000008,Croydon,1364.5,1361.8,1387.3,1324.7,1243.6,1261.4,1201.6,1161.1,1120.9,1205.6,1126.4,1175.7,988.3,1029.6
E09000009,Ealing,1476.7,1388.5,1504.4,1334.6,1312.3,1226.6,1150.4,1138.7,1215.4,1177.6,1091.3,1102.5,1034.7,969.9
E09000010,Enfield,1435.1,1401.9,1475.5,1351.2,1231.2,1264.8,1169.1,1225.1,1168.5,1085.7,1092.7,1007.2,1083.8,1048.6
E09000011,Greenwich,1633,1657.4,1722.9,1583.6,1735.1,1577.7,1536.6,1479.7,1424.1,1239.6,1301.9,1249,1224.9,1158.2
E09000012,Hackney,1550.9,1464.7,1482.8,1493.7,1432.9,1613.8,1356.5,1264.4,1211,1281.7,1159,1245.4,1107.3,1093.8
E09000013,Hammersmith and Fulham,1421.4,1409.8,1615.8,1251.7,1313.7,1127.4,1403.3,1388.5,1239.7,1044.8,1256.2,1122.3,1123.3,1124.1
E09000014,Haringey,1650.6,1682.9,1682.9,1452.2,1431.9,1322.2,1468.9,1380.4,1195.7,1149.4,1080.7,1064.9,1020.1,1064.3
E09000015,Harrow,1223.8,1266.2,1195.8,1175.7,1161.2,1148,1016.7,962.9,941.5,906.2,914.6,881.2,847.8,865.0
E09000016,Havering,1479,1559.2,1487.8,1393,1371.9,1305.3,1324.1,1267,1246.9,1214.8,1110.5,1179,1123.6,1033.1
E09000017,Hillingdon,1454.2,1470.1,1387.8,1424.6,1289.8,1366.5,1200.9,1259,1157.1,1122.9,1060,1128.6,1041.5,1042.0
E09000018,Hounslow,1558.6,1638.6,1541.1,1538.6,1463.1,1356.3,1295.6,1285,1193.1,1171.3,1129.6,1187,1159.7,1083.2
E09000019,Islington,1804.3,1638.3,1518.9,1540.1,1449.6,1495.3,1501.6,1425.4,1391.9,1265.3,1298,1291.4,1224.7,1076.5
E09000020,Kensington and Chelsea,1161.3,1093.6,1106.8,988.6,932.3,910.4,927.8,925,925.7,931.6,921.1,882.7,863.7,766.4
E09000021,Kingston upon Thames,1429.9,1289.9,1376.8,1174.3,1262.6,1184.6,1131.5,1114.2,1043.4,957.8,1036.9,978.5,1020.8,875.1
E09000022,Lambeth,1634.6,1656.1,1572.9,1513.1,1403.1,1484.7,1326.3,1470.3,1311,1182.7,1265.2,1202.6,1209.3,1118.8
E09000023,Lewisham,1779.7,1581.1,1593.5,1595.5,1524.3,1387.8,1443.3,1529.2,1357.3,1311.5,1231.8,1202,1172.3,1176.6
E09000024,Merton,1466.2,1297.7,1426.6,1243.2,1175.8,1179.5,1142,1161.5,1054.1,1087.5,1053.3,1083.2,1111.4,1056.0
E09000025,Newham,1794.3,1678.7,1515.6,1481,1513.3,1465.2,1360.9,1518.1,1341.5,1275,1169.5,1302.3,1160.5,1213.2
E09000026,Redbridge,1437.3,1434.7,1432.9,1316.7,1378.4,1234.3,1175.5,1231.7,1144.8,1144.6,1085,1020.9,1058,1006.8
E09000027,Richmond upon Thames,1328.5,1239.8,1264.8,1273.7,1101.1,1168.8,1082.4,1056.8,954.1,1019.2,961.2,978.1,942,824.1
E09000028,Southwark,1544.2,1561,1616.4,1428.3,1472.2,1313.2,1292.4,1403.1,1266.1,1314.6,1234.2,1176.1,1204.6,1126.1
E09000029,Sutton,1537.8,1328.8,1398.9,1273.9,1288.4,1214.8,1229.7,1171.1,1172,1130.8,1112.1,1031.8,1050.6,1065.5
E09000030,Tower Hamlets,1853.2,1758.9,1713.2,1482.7,1535.8,1606.3,1467,1490.1,1403.5,1341.5,1325.5,1361.3,1240,1206.7
E09000031,Waltham Forest,1732.7,1694.6,1558.7,1626.5,1556,1542.2,1405.3,1272.1,1262.3,1197.7,1064.3,1181.8,1091,1139.4
E09000032,Wandsworth,1638.5,1588.3,1481.5,1405.4,1520.5,1365.5,1359.3,1357.1,1298.4,1255.1,1151.3,1230.3,1198.4,1120.3
E09000033,Westminster,1271.7,1260.1,1306.4,1205.8,1067.8,947.3,979.8,871.9,953.6,962.3,924.5,989.2,873.1,831.4
W06000001,Isle of Anglesey,1443.6,1420.4,1428.9,1240.2,1389,1290.8,1260.6,1346.9,1353.5,1285.1,1176,1184.4,1276.2,1112.3
W06000002,Gwynedd,1430.5,1494.3,1438.4,1463.8,1373.8,1255.4,1301.5,1356,1242.7,1388.3,1143.2,1133.8,1140.2,1013.6
W06000003,Conwy,1515.2,1452.5,1469.8,1375.9,1306.6,1355.5,1279.9,1265.7,1249.4,1164.8,1161.4,1135,1170.5,1183.7
W06000004,Denbighshire,1513.3,1354.7,1482.9,1397.1,1402.2,1382.9,1309.1,1334.4,1195.7,1307.8,1186.2,1241.8,1338.3,1342.7
W06000005,Flintshire,1532.6,1444.9,1601.3,1450.8,1326.2,1330.8,1243.8,1337.9,1253.5,1145.3,1173.2,1176.9,1198,1124.1
W06000006,Wrexham,1625.2,1733.9,1531.3,1468.7,1497.1,1325.3,1385,1432.2,1286.9,1267.5,1220.4,1241.5,1155.2,1262.5
W06000008,Ceredigion,1198.1,1279.7,1304.4,1353.8,1300.4,1129.8,1111.1,1125.8,1192.5,1082.3,1162.5,1011.7,1054.7,1040.3
W06000009,Pembrokeshire,1650,1621.3,1552,1399.1,1439.5,1304,1277.7,1292.4,1275.4,1159.2,1164,1075.7,1139.6,1089.5
W06000010,Carmarthenshire,1742.7,1610.2,1808.5,1684.2,1559,1485.4,1464.9,1418.2,1273.5,1281.6,1260.8,1206.5,1253.5,1174.2
W06000011,Swansea,1470.4,1480.8,1626.3,1508,1443.2,1360,1444.1,1298.3,1408.6,1271,1321.1,1287.2,1308.4,1174.1
W06000012,Neath Port Talbot,1689.3,1631.9,1688.1,1533.9,1403.7,1412.3,1451.4,1454.5,1368.1,1337.8,1424.4,1438.1,1317.8,1301.6
W06000013,Bridgend,1559,1574.1,1724.7,1490,1677.6,1537.4,1466.4,1455.2,1340.5,1326.6,1324.1,1377.7,1290.7,1367.4
W06000014,The Vale of Glamorgan,1429.5,1551.3,1506.2,1273,1345.1,1271.3,1316.2,1302.4,1154.6,1245.5,1170.3,1162.5,1175.9,1195.3
W06000015,Cardiff,1548.6,1554.3,1491.1,1457,1441.9,1395.8,1499.2,1389.2,1258.5,1226.5,1240,1298.2,1292.2,1217.4
W06000016,Rhondda Cynon Taf,1645.2,1712.1,1735.5,1597.2,1638.7,1548.6,1597.2,1461.9,1497.6,1473.7,1442,1341,1501.8,1390.6
W06000018,Caerphilly,1827,1647.6,1708.8,1690.9,1485.9,1447.9,1525.2,1604.2,1316.3,1390.3,1379.6,1333.8,1328.6,1304.4
W06000019,Blaenau Gwent,1881.1,1814.5,2002.4,1724.5,1695.4,1518.9,1555.7,1599,1413,1492.3,1432.8,1470.5,1498.4,1402.2
W06000020,Torfaen,1584.1,1464.5,1511.1,1405.4,1376.9,1279.4,1446.7,1494.8,1338.7,1288.4,1281.6,1406.9,1210.1,1204.8
W06000021,Monmouthshire,1562.5,1320.4,1393.5,1262.8,1146.7,1291.8,1271.8,1127.5,1011.5,1076.7,1067.9,1095.6,1114.7,913.3
W06000022,Newport,1613.1,1551.3,1521.6,1464.7,1456.6,1301.7,1385.5,1476.6,1337.2,1340.9,1205.5,1319.5,1345,1267.9
W06000023,Powys,1447.8,1417.1,1349.1,1270,1296.1,1234,1240.1,1201.8,1145.4,1170,1111.6,1061.8,1070.9,1003.7
W06000024,Merthyr Tydfil,1788.5,1723.2,1832,1670.5,1643.7,1396.7,1510.1,1646.5,1520.4,1309.6,1359.9,1198.1,1378.4,1219.9
